"ID";"ModesOfTravel";"Population";"Margins";"RegionCharacteristics";"Periods";"TransportPerformance_1"
"2277";"A018981";"A048710";"MBG0095";"PV30    ";"2020JJ00";"     1.4"
"2278";"A018981";"A048710";"MBG0095";"PV30    ";"2021JJ00";"     1.2"
"2279";"A018981";"A048710";"MBG0095";"PV30    ";"2022JJ00";"     1.9"
"2280";"A018981";"A048710";"MBG0095";"PV31    ";"2018JJ00";"     1.7"
"2281";"A018981";"A048710";"MBG0095";"PV31    ";"2019JJ00";"     1.6"
"2282";"A018981";"A048710";"MBG0095";"PV31    ";"2020JJ00";"     0.8"
"2283";"A018981";"A048710";"MBG0095";"PV31    ";"2021JJ00";"     0.9"
"2284";"A018981";"A048710";"MBG0095";"PV31    ";"2022JJ00";"     1.5"
"2285";"A018981";"A048710";"MBG0095";"1018850 ";"2018JJ00";"     9.6"
"2286";"A018981";"A048710";"MBG0095";"1018850 ";"2019JJ00";"    10.2"
"2287";"A018981";"A048710";"MBG0095";"1018850 ";"2020JJ00";"     3.9"
"2288";"A018981";"A048710";"MBG0095";"1018850 ";"2021JJ00";"     5.0"
"2289";"A018981";"A048710";"MBG0095";"1018850 ";"2022JJ00";"     6.4"
"2290";"A018981";"A048710";"MBG0095";"1018905 ";"2018JJ00";"     7.7"
"2291";"A018981";"A048710";"MBG0095";"1018905 ";"2019JJ00";"     8.8"
"2292";"A018981";"A048710";"MBG0095";"1018905 ";"2020JJ00";"     3.8"
"2293";"A018981";"A048710";"MBG0095";"1018905 ";"2021JJ00";"     3.5"
"2294";"A018981";"A048710";"MBG0095";"1018905 ";"2022JJ00";"     6.0"
"2295";"A018981";"A048710";"MBG0095";"1018955 ";"2018JJ00";"     3.7"
"2296";"A018981";"A048710";"MBG0095";"1018955 ";"2019JJ00";"     3.4"
"2297";"A018981";"A048710";"MBG0095";"1018955 ";"2020JJ00";"     1.4"
"2298";"A018981";"A048710";"MBG0095";"1018955 ";"2021JJ00";"     1.2"
"2299";"A018981";"A048710";"MBG0095";"1018955 ";"2022JJ00";"     2.2"
"2300";"A018981";"A048710";"MBG0095";"1019005 ";"2018JJ00";"     3.4"
"2301";"A018981";"A048710";"MBG0095";"1019005 ";"2019JJ00";"     3.3"
"2302";"A018981";"A048710";"MBG0095";"1019005 ";"2020JJ00";"     1.5"
"2303";"A018981";"A048710";"MBG0095";"1019005 ";"2021JJ00";"     1.6"
"2304";"A018981";"A048710";"MBG0095";"1019005 ";"2022JJ00";"     2.6"
"2305";"A018981";"A048710";"MBG0095";"1019052 ";"2018JJ00";"     1.2"
"2306";"A018981";"A048710";"MBG0095";"1019052 ";"2019JJ00";"     1.3"
"2307";"A018981";"A048710";"MBG0095";"1019052 ";"2020JJ00";"       ."
"2308";"A018981";"A048710";"MBG0095";"1019052 ";"2021JJ00";"       ."
"2309";"A018981";"A048710";"MBG0095";"1019052 ";"2022JJ00";"     1.0"
"2310";"A018981";"A048709";"MW00000";"NL01    ";"2018JJ00";"    22.6"
"2311";"A018981";"A048709";"MW00000";"NL01    ";"2019JJ00";"    23.9"
"2312";"A018981";"A048709";"MW00000";"NL01    ";"2020JJ00";"     9.5"
"2313";"A018981";"A048709";"MW00000";"NL01    ";"2021JJ00";"    10.2"
"2314";"A018981";"A048709";"MW00000";"NL01    ";"2022JJ00";"    15.6"
"2315";"A018981";"A048709";"MW00000";"LD01    ";"2018JJ00";"     2.1"
"2316";"A018981";"A048709";"MW00000";"LD01    ";"2019JJ00";"     2.0"
"2317";"A018981";"A048709";"MW00000";"LD01    ";"2020JJ00";"     0.8"
"2318";"A018981";"A048709";"MW00000";"LD01    ";"2021JJ00";"     1.1"
"2319";"A018981";"A048709";"MW00000";"LD01    ";"2022JJ00";"     1.6"
"2320";"A018981";"A048709";"MW00000";"LD02    ";"2018JJ00";"     4.7"
"2321";"A018981";"A048709";"MW00000";"LD02    ";"2019JJ00";"     5.4"
"2322";"A018981";"A048709";"MW00000";"LD02    ";"2020JJ00";"     2.2"
"2323";"A018981";"A048709";"MW00000";"LD02    ";"2021JJ00";"     2.1"
"2324";"A018981";"A048709";"MW00000";"LD02    ";"2022JJ00";"     3.9"
"2325";"A018981";"A048709";"MW00000";"LD03    ";"2018JJ00";"    11.6"
"2326";"A018981";"A048709";"MW00000";"LD03    ";"2019JJ00";"    12.3"
"2327";"A018981";"A048709";"MW00000";"LD03    ";"2020JJ00";"     4.8"
"2328";"A018981";"A048709";"MW00000";"LD03    ";"2021JJ00";"     5.4"
"2329";"A018981";"A048709";"MW00000";"LD03    ";"2022JJ00";"     7.4"
"2330";"A018981";"A048709";"MW00000";"LD04    ";"2018JJ00";"     4.2"
"2331";"A018981";"A048709";"MW00000";"LD04    ";"2019JJ00";"     4.3"
"2332";"A018981";"A048709";"MW00000";"LD04    ";"2020JJ00";"     1.7"
"2333";"A018981";"A048709";"MW00000";"LD04    ";"2021JJ00";"     1.6"
"2334";"A018981";"A048709";"MW00000";"LD04    ";"2022JJ00";"     2.7"
"2335";"A018981";"A048709";"MW00000";"PV20    ";"2018JJ00";"     0.9"
"2336";"A018981";"A048709";"MW00000";"PV20    ";"2019JJ00";"     1.1"
"2337";"A018981";"A048709";"MW00000";"PV20    ";"2020JJ00";"       ."
"2338";"A018981";"A048709";"MW00000";"PV20    ";"2021JJ00";"     0.6"
"2339";"A018981";"A048709";"MW00000";"PV20    ";"2022JJ00";"     0.7"
"2340";"A018981";"A048709";"MW00000";"PV21    ";"2018JJ00";"     0.6"
"2341";"A018981";"A048709";"MW00000";"PV21    ";"2019JJ00";"       ."
"2342";"A018981";"A048709";"MW00000";"PV21    ";"2020JJ00";"       ."
"2343";"A018981";"A048709";"MW00000";"PV21    ";"2021JJ00";"       ."
"2344";"A018981";"A048709";"MW00000";"PV21    ";"2022JJ00";"       ."
"2345";"A018981";"A048709";"MW00000";"PV22    ";"2018JJ00";"       ."
"2346";"A018981";"A048709";"MW00000";"PV22    ";"2019JJ00";"       ."
"2347";"A018981";"A048709";"MW00000";"PV22    ";"2020JJ00";"       ."
"2348";"A018981";"A048709";"MW00000";"PV22    ";"2021JJ00";"       ."
"2349";"A018981";"A048709";"MW00000";"PV22    ";"2022JJ00";"       ."
"2350";"A018981";"A048709";"MW00000";"PV23    ";"2018JJ00";"     1.3"
"2351";"A018981";"A048709";"MW00000";"PV23    ";"2019JJ00";"     1.9"
"2352";"A018981";"A048709";"MW00000";"PV23    ";"2020JJ00";"     0.7"
"2353";"A018981";"A048709";"MW00000";"PV23    ";"2021JJ00";"     0.4"
"2354";"A018981";"A048709";"MW00000";"PV23    ";"2022JJ00";"     1.2"
"2355";"A018981";"A048709";"MW00000";"PV24    ";"2018JJ00";"     0.7"
"2356";"A018981";"A048709";"MW00000";"PV24    ";"2019JJ00";"     0.8"
"2357";"A018981";"A048709";"MW00000";"PV24    ";"2020JJ00";"       ."
"2358";"A018981";"A048709";"MW00000";"PV24    ";"2021JJ00";"     0.3"
"2359";"A018981";"A048709";"MW00000";"PV24    ";"2022JJ00";"     0.4"
"2360";"A018981";"A048709";"MW00000";"PV25    ";"2018JJ00";"     2.7"
"2361";"A018981";"A048709";"MW00000";"PV25    ";"2019JJ00";"     2.6"
"2362";"A018981";"A048709";"MW00000";"PV25    ";"2020JJ00";"     1.3"
"2363";"A018981";"A048709";"MW00000";"PV25    ";"2021JJ00";"     1.4"
"2364";"A018981";"A048709";"MW00000";"PV25    ";"2022JJ00";"     2.3"
"2365";"A018981";"A048709";"MW00000";"PV26    ";"2018JJ00";"     2.1"
"2366";"A018981";"A048709";"MW00000";"PV26    ";"2019JJ00";"     2.6"
"2367";"A018981";"A048709";"MW00000";"PV26    ";"2020JJ00";"     1.1"
"2368";"A018981";"A048709";"MW00000";"PV26    ";"2021JJ00";"     1.1"
"2369";"A018981";"A048709";"MW00000";"PV26    ";"2022JJ00";"     1.5"
"2370";"A018981";"A048709";"MW00000";"PV27    ";"2018JJ00";"     4.8"
"2371";"A018981";"A048709";"MW00000";"PV27    ";"2019JJ00";"     4.7"
"2372";"A018981";"A048709";"MW00000";"PV27    ";"2020JJ00";"     1.9"
"2373";"A018981";"A048709";"MW00000";"PV27    ";"2021JJ00";"     2.0"
"2374";"A018981";"A048709";"MW00000";"PV27    ";"2022JJ00";"     2.6"
"2375";"A018981";"A048709";"MW00000";"PV28    ";"2018JJ00";"     4.5"
"2376";"A018981";"A048709";"MW00000";"PV28    ";"2019JJ00";"     4.8"
"2377";"A018981";"A048709";"MW00000";"PV28    ";"2020JJ00";"     1.6"
"2378";"A018981";"A048709";"MW00000";"PV28    ";"2021JJ00";"     2.1"
"2379";"A018981";"A048709";"MW00000";"PV28    ";"2022JJ00";"     2.9"
"2380";"A018981";"A048709";"MW00000";"PV29    ";"2018JJ00";"       ."
"2381";"A018981";"A048709";"MW00000";"PV29    ";"2019JJ00";"       ."
"2382";"A018981";"A048709";"MW00000";"PV29    ";"2020JJ00";"       ."
"2383";"A018981";"A048709";"MW00000";"PV29    ";"2021JJ00";"       ."
"2384";"A018981";"A048709";"MW00000";"PV29    ";"2022JJ00";"       ."
"2385";"A018981";"A048709";"MW00000";"PV30    ";"2018JJ00";"     2.8"
"2386";"A018981";"A048709";"MW00000";"PV30    ";"2019JJ00";"     3.0"
"2387";"A018981";"A048709";"MW00000";"PV30    ";"2020JJ00";"     1.1"
"2388";"A018981";"A048709";"MW00000";"PV30    ";"2021JJ00";"     1.0"
"2389";"A018981";"A048709";"MW00000";"PV30    ";"2022JJ00";"     1.6"
"2390";"A018981";"A048709";"MW00000";"PV31    ";"2018JJ00";"     1.4"
"2391";"A018981";"A048709";"MW00000";"PV31    ";"2019JJ00";"     1.2"
"2392";"A018981";"A048709";"MW00000";"PV31    ";"2020JJ00";"     0.6"
"2393";"A018981";"A048709";"MW00000";"PV31    ";"2021JJ00";"     0.6"
"2394";"A018981";"A048709";"MW00000";"PV31    ";"2022JJ00";"     1.2"
"2395";"A018981";"A048709";"MW00000";"1018850 ";"2018JJ00";"     8.7"
"2396";"A018981";"A048709";"MW00000";"1018850 ";"2019JJ00";"     9.4"
"2397";"A018981";"A048709";"MW00000";"1018850 ";"2020JJ00";"     3.5"
"2398";"A018981";"A048709";"MW00000";"1018850 ";"2021JJ00";"     4.5"
"2399";"A018981";"A048709";"MW00000";"1018850 ";"2022JJ00";"     5.6"
"2400";"A018981";"A048709";"MW00000";"1018905 ";"2018JJ00";"     7.0"
"2401";"A018981";"A048709";"MW00000";"1018905 ";"2019JJ00";"     7.9"
"2402";"A018981";"A048709";"MW00000";"1018905 ";"2020JJ00";"     3.3"
"2403";"A018981";"A048709";"MW00000";"1018905 ";"2021JJ00";"     3.1"
"2404";"A018981";"A048709";"MW00000";"1018905 ";"2022JJ00";"     5.3"
"2405";"A018981";"A048709";"MW00000";"1018955 ";"2018JJ00";"     3.2"
"2406";"A018981";"A048709";"MW00000";"1018955 ";"2019JJ00";"     2.9"
"2407";"A018981";"A048709";"MW00000";"1018955 ";"2020JJ00";"     1.1"
"2408";"A018981";"A048709";"MW00000";"1018955 ";"2021JJ00";"     1.0"
"2409";"A018981";"A048709";"MW00000";"1018955 ";"2022JJ00";"     1.8"
"2410";"A018981";"A048709";"MW00000";"1019005 ";"2018JJ00";"     2.8"
"2411";"A018981";"A048709";"MW00000";"1019005 ";"2019JJ00";"     2.8"
"2412";"A018981";"A048709";"MW00000";"1019005 ";"2020JJ00";"     1.2"
"2413";"A018981";"A048709";"MW00000";"1019005 ";"2021JJ00";"     1.2"
"2414";"A018981";"A048709";"MW00000";"1019005 ";"2022JJ00";"     2.1"
"2415";"A018981";"A048709";"MW00000";"1019052 ";"2018JJ00";"     0.9"
"2416";"A018981";"A048709";"MW00000";"1019052 ";"2019JJ00";"     1.0"
"2417";"A018981";"A048709";"MW00000";"1019052 ";"2020JJ00";"       ."
"2418";"A018981";"A048709";"MW00000";"1019052 ";"2021JJ00";"       ."
"2419";"A018981";"A048709";"MW00000";"1019052 ";"2022JJ00";"     0.7"
"2420";"A018981";"A048709";"MOG0095";"NL01    ";"2018JJ00";"    21.3"
"2421";"A018981";"A048709";"MOG0095";"NL01    ";"2019JJ00";"    22.5"
"2422";"A018981";"A048709";"MOG0095";"NL01    ";"2020JJ00";"     8.7"
"2423";"A018981";"A048709";"MOG0095";"NL01    ";"2021JJ00";"     9.4"
"2424";"A018981";"A048709";"MOG0095";"NL01    ";"2022JJ00";"    14.5"
"2425";"A018981";"A048709";"MOG0095";"LD01    ";"2018JJ00";"     1.6"
"2426";"A018981";"A048709";"MOG0095";"LD01    ";"2019JJ00";"     1.5"
"2427";"A018981";"A048709";"MOG0095";"LD01    ";"2020JJ00";"     0.5"
"2428";"A018981";"A048709";"MOG0095";"LD01    ";"2021JJ00";"     0.8"
"2429";"A018981";"A048709";"MOG0095";"LD01    ";"2022JJ00";"     1.2"
"2430";"A018981";"A048709";"MOG0095";"LD02    ";"2018JJ00";"     4.0"
"2431";"A018981";"A048709";"MOG0095";"LD02    ";"2019JJ00";"     4.6"
"2432";"A018981";"A048709";"MOG0095";"LD02    ";"2020JJ00";"     1.8"
"2433";"A018981";"A048709";"MOG0095";"LD02    ";"2021JJ00";"     1.7"
"2434";"A018981";"A048709";"MOG0095";"LD02    ";"2022JJ00";"     3.3"
"2435";"A018981";"A048709";"MOG0095";"LD03    ";"2018JJ00";"    10.8"
"2436";"A018981";"A048709";"MOG0095";"LD03    ";"2019JJ00";"    11.4"
"2437";"A018981";"A048709";"MOG0095";"LD03    ";"2020JJ00";"     4.3"
"2438";"A018981";"A048709";"MOG0095";"LD03    ";"2021JJ00";"     4.9"
"2439";"A018981";"A048709";"MOG0095";"LD03    ";"2022JJ00";"     6.7"
"2440";"A018981";"A048709";"MOG0095";"LD04    ";"2018JJ00";"     3.6"
"2441";"A018981";"A048709";"MOG0095";"LD04    ";"2019JJ00";"     3.6"
"2442";"A018981";"A048709";"MOG0095";"LD04    ";"2020JJ00";"     1.3"
"2443";"A018981";"A048709";"MOG0095";"LD04    ";"2021JJ00";"     1.2"
"2444";"A018981";"A048709";"MOG0095";"LD04    ";"2022JJ00";"     2.2"
"2445";"A018981";"A048709";"MOG0095";"PV20    ";"2018JJ00";"     0.6"
"2446";"A018981";"A048709";"MOG0095";"PV20    ";"2019JJ00";"     0.7"
"2447";"A018981";"A048709";"MOG0095";"PV20    ";"2020JJ00";"       ."
"2448";"A018981";"A048709";"MOG0095";"PV20    ";"2021JJ00";"     0.4"
"2449";"A018981";"A048709";"MOG0095";"PV20    ";"2022JJ00";"     0.4"
"2450";"A018981";"A048709";"MOG0095";"PV21    ";"2018JJ00";"     0.4"
"2451";"A018981";"A048709";"MOG0095";"PV21    ";"2019JJ00";"       ."
"2452";"A018981";"A048709";"MOG0095";"PV21    ";"2020JJ00";"       ."
"2453";"A018981";"A048709";"MOG0095";"PV21    ";"2021JJ00";"       ."
"2454";"A018981";"A048709";"MOG0095";"PV21    ";"2022JJ00";"       ."
"2455";"A018981";"A048709";"MOG0095";"PV22    ";"2018JJ00";"       ."
"2456";"A018981";"A048709";"MOG0095";"PV22    ";"2019JJ00";"       ."
"2457";"A018981";"A048709";"MOG0095";"PV22    ";"2020JJ00";"       ."
"2458";"A018981";"A048709";"MOG0095";"PV22    ";"2021JJ00";"       ."
"2459";"A018981";"A048709";"MOG0095";"PV22    ";"2022JJ00";"       ."
"2460";"A018981";"A048709";"MOG0095";"PV23    ";"2018JJ00";"     1.0"
"2461";"A018981";"A048709";"MOG0095";"PV23    ";"2019JJ00";"     1.4"
"2462";"A018981";"A048709";"MOG0095";"PV23    ";"2020JJ00";"     0.4"
"2463";"A018981";"A048709";"MOG0095";"PV23    ";"2021JJ00";"     0.3"
"2464";"A018981";"A048709";"MOG0095";"PV23    ";"2022JJ00";"     0.8"
"2465";"A018981";"A048709";"MOG0095";"PV24    ";"2018JJ00";"     0.5"
"2466";"A018981";"A048709";"MOG0095";"PV24    ";"2019JJ00";"     0.6"
"2467";"A018981";"A048709";"MOG0095";"PV24    ";"2020JJ00";"       ."
"2468";"A018981";"A048709";"MOG0095";"PV24    ";"2021JJ00";"     0.2"
"2469";"A018981";"A048709";"MOG0095";"PV24    ";"2022JJ00";"     0.3"
"2470";"A018981";"A048709";"MOG0095";"PV25    ";"2018JJ00";"     2.1"
"2471";"A018981";"A048709";"MOG0095";"PV25    ";"2019JJ00";"     2.1"
"2472";"A018981";"A048709";"MOG0095";"PV25    ";"2020JJ00";"     1.0"
"2473";"A018981";"A048709";"MOG0095";"PV25    ";"2021JJ00";"     1.0"
"2474";"A018981";"A048709";"MOG0095";"PV25    ";"2022JJ00";"     1.9"
"2475";"A018981";"A048709";"MOG0095";"PV26    ";"2018JJ00";"     1.8"
"2476";"A018981";"A048709";"MOG0095";"PV26    ";"2019JJ00";"     2.2"
"2477";"A018981";"A048709";"MOG0095";"PV26    ";"2020JJ00";"     0.9"
"2478";"A018981";"A048709";"MOG0095";"PV26    ";"2021JJ00";"     0.9"
"2479";"A018981";"A048709";"MOG0095";"PV26    ";"2022JJ00";"     1.4"
"2480";"A018981";"A048709";"MOG0095";"PV27    ";"2018JJ00";"     4.3"
"2481";"A018981";"A048709";"MOG0095";"PV27    ";"2019JJ00";"     4.1"
"2482";"A018981";"A048709";"MOG0095";"PV27    ";"2020JJ00";"     1.6"
"2483";"A018981";"A048709";"MOG0095";"PV27    ";"2021JJ00";"     1.7"
"2484";"A018981";"A048709";"MOG0095";"PV27    ";"2022JJ00";"     2.2"
"2485";"A018981";"A048709";"MOG0095";"PV28    ";"2018JJ00";"     4.0"
"2486";"A018981";"A048709";"MOG0095";"PV28    ";"2019JJ00";"     4.3"
"2487";"A018981";"A048709";"MOG0095";"PV28    ";"2020JJ00";"     1.4"
"2488";"A018981";"A048709";"MOG0095";"PV28    ";"2021JJ00";"     1.9"
"2489";"A018981";"A048709";"MOG0095";"PV28    ";"2022JJ00";"     2.5"
"2490";"A018981";"A048709";"MOG0095";"PV29    ";"2018JJ00";"       ."
"2491";"A018981";"A048709";"MOG0095";"PV29    ";"2019JJ00";"       ."
"2492";"A018981";"A048709";"MOG0095";"PV29    ";"2020JJ00";"       ."
"2493";"A018981";"A048709";"MOG0095";"PV29    ";"2021JJ00";"       ."
"2494";"A018981";"A048709";"MOG0095";"PV29    ";"2022JJ00";"       ."
"2495";"A018981";"A048709";"MOG0095";"PV30    ";"2018JJ00";"     2.4"
"2496";"A018981";"A048709";"MOG0095";"PV30    ";"2019JJ00";"     2.5"
"2497";"A018981";"A048709";"MOG0095";"PV30    ";"2020JJ00";"     0.8"
"2498";"A018981";"A048709";"MOG0095";"PV30    ";"2021JJ00";"     0.7"
"2499";"A018981";"A048709";"MOG0095";"PV30    ";"2022JJ00";"     1.2"
"2500";"A018981";"A048709";"MOG0095";"PV31    ";"2018JJ00";"     1.0"
"2501";"A018981";"A048709";"MOG0095";"PV31    ";"2019JJ00";"     0.8"
"2502";"A018981";"A048709";"MOG0095";"PV31    ";"2020JJ00";"     0.4"
"2503";"A018981";"A048709";"MOG0095";"PV31    ";"2021JJ00";"     0.4"
"2504";"A018981";"A048709";"MOG0095";"PV31    ";"2022JJ00";"     0.8"
"2505";"A018981";"A048709";"MOG0095";"1018850 ";"2018JJ00";"     7.9"
"2506";"A018981";"A048709";"MOG0095";"1018850 ";"2019JJ00";"     8.6"
"2507";"A018981";"A048709";"MOG0095";"1018850 ";"2020JJ00";"     3.0"
"2508";"A018981";"A048709";"MOG0095";"1018850 ";"2021JJ00";"     4.0"
"2509";"A018981";"A048709";"MOG0095";"1018850 ";"2022JJ00";"     5.1"
"2510";"A018981";"A048709";"MOG0095";"1018905 ";"2018JJ00";"     6.3"
"2511";"A018981";"A048709";"MOG0095";"1018905 ";"2019JJ00";"     7.1"
"2512";"A018981";"A048709";"MOG0095";"1018905 ";"2020JJ00";"     2.8"
"2513";"A018981";"A048709";"MOG0095";"1018905 ";"2021JJ00";"     2.6"
"2514";"A018981";"A048709";"MOG0095";"1018905 ";"2022JJ00";"     4.6"
"2515";"A018981";"A048709";"MOG0095";"1018955 ";"2018JJ00";"     2.7"
"2516";"A018981";"A048709";"MOG0095";"1018955 ";"2019JJ00";"     2.4"
"2517";"A018981";"A048709";"MOG0095";"1018955 ";"2020JJ00";"     0.8"
"2518";"A018981";"A048709";"MOG0095";"1018955 ";"2021JJ00";"     0.7"
"2519";"A018981";"A048709";"MOG0095";"1018955 ";"2022JJ00";"     1.5"
"2520";"A018981";"A048709";"MOG0095";"1019005 ";"2018JJ00";"     2.2"
"2521";"A018981";"A048709";"MOG0095";"1019005 ";"2019JJ00";"     2.3"
"2522";"A018981";"A048709";"MOG0095";"1019005 ";"2020JJ00";"     0.8"
"2523";"A018981";"A048709";"MOG0095";"1019005 ";"2021JJ00";"     0.9"
"2524";"A018981";"A048709";"MOG0095";"1019005 ";"2022JJ00";"     1.6"
"2525";"A018981";"A048709";"MOG0095";"1019052 ";"2018JJ00";"     0.6"
"2526";"A018981";"A048709";"MOG0095";"1019052 ";"2019JJ00";"     0.7"
"2527";"A018981";"A048709";"MOG0095";"1019052 ";"2020JJ00";"       ."
"2528";"A018981";"A048709";"MOG0095";"1019052 ";"2021JJ00";"       ."
"2529";"A018981";"A048709";"MOG0095";"1019052 ";"2022JJ00";"     0.5"
"2530";"A018981";"A048709";"MBG0095";"NL01    ";"2018JJ00";"    23.9"
"2531";"A018981";"A048709";"MBG0095";"NL01    ";"2019JJ00";"    25.3"
"2532";"A018981";"A048709";"MBG0095";"NL01    ";"2020JJ00";"    10.3"
"2533";"A018981";"A048709";"MBG0095";"NL01    ";"2021JJ00";"    11.0"
"2534";"A018981";"A048709";"MBG0095";"NL01    ";"2022JJ00";"    16.6"
"2535";"A018981";"A048709";"MBG0095";"LD01    ";"2018JJ00";"     2.5"
"2536";"A018981";"A048709";"MBG0095";"LD01    ";"2019JJ00";"     2.5"
"2537";"A018981";"A048709";"MBG0095";"LD01    ";"2020JJ00";"     1.1"
"2538";"A018981";"A048709";"MBG0095";"LD01    ";"2021JJ00";"     1.5"
"2539";"A018981";"A048709";"MBG0095";"LD01    ";"2022JJ00";"     2.0"
"2540";"A018981";"A048709";"MBG0095";"LD02    ";"2018JJ00";"     5.4"
"2541";"A018981";"A048709";"MBG0095";"LD02    ";"2019JJ00";"     6.1"
"2542";"A018981";"A048709";"MBG0095";"LD02    ";"2020JJ00";"     2.7"
"2543";"A018981";"A048709";"MBG0095";"LD02    ";"2021JJ00";"     2.4"
"2544";"A018981";"A048709";"MBG0095";"LD02    ";"2022JJ00";"     4.5"
"2545";"A018981";"A048709";"MBG0095";"LD03    ";"2018JJ00";"    12.5"
"2546";"A018981";"A048709";"MBG0095";"LD03    ";"2019JJ00";"    13.2"
"2547";"A018981";"A048709";"MBG0095";"LD03    ";"2020JJ00";"     5.2"
"2548";"A018981";"A048709";"MBG0095";"LD03    ";"2021JJ00";"     5.9"
"2549";"A018981";"A048709";"MBG0095";"LD03    ";"2022JJ00";"     8.0"
"2550";"A018981";"A048709";"MBG0095";"LD04    ";"2018JJ00";"     4.7"
"2551";"A018981";"A048709";"MBG0095";"LD04    ";"2019JJ00";"     4.9"
"2552";"A018981";"A048709";"MBG0095";"LD04    ";"2020JJ00";"     2.0"
"2553";"A018981";"A048709";"MBG0095";"LD04    ";"2021JJ00";"     1.9"
"2554";"A018981";"A048709";"MBG0095";"LD04    ";"2022JJ00";"     3.2"
"2555";"A018981";"A048709";"MBG0095";"PV20    ";"2018JJ00";"     1.2"
"2556";"A018981";"A048709";"MBG0095";"PV20    ";"2019JJ00";"     1.5"
"2557";"A018981";"A048709";"MBG0095";"PV20    ";"2020JJ00";"       ."
"2558";"A018981";"A048709";"MBG0095";"PV20    ";"2021JJ00";"     0.9"
"2559";"A018981";"A048709";"MBG0095";"PV20    ";"2022JJ00";"     0.9"
"2560";"A018981";"A048709";"MBG0095";"PV21    ";"2018JJ00";"     0.9"
"2561";"A018981";"A048709";"MBG0095";"PV21    ";"2019JJ00";"       ."
"2562";"A018981";"A048709";"MBG0095";"PV21    ";"2020JJ00";"       ."
"2563";"A018981";"A048709";"MBG0095";"PV21    ";"2021JJ00";"       ."
"2564";"A018981";"A048709";"MBG0095";"PV21    ";"2022JJ00";"       ."
"2565";"A018981";"A048709";"MBG0095";"PV22    ";"2018JJ00";"       ."
"2566";"A018981";"A048709";"MBG0095";"PV22    ";"2019JJ00";"       ."
"2567";"A018981";"A048709";"MBG0095";"PV22    ";"2020JJ00";"       ."
"2568";"A018981";"A048709";"MBG0095";"PV22    ";"2021JJ00";"       ."
"2569";"A018981";"A048709";"MBG0095";"PV22    ";"2022JJ00";"       ."
"2570";"A018981";"A048709";"MBG0095";"PV23    ";"2018JJ00";"     1.6"
"2571";"A018981";"A048709";"MBG0095";"PV23    ";"2019JJ00";"     2.4"
"2572";"A018981";"A048709";"MBG0095";"PV23    ";"2020JJ00";"     1.0"
"2573";"A018981";"A048709";"MBG0095";"PV23    ";"2021JJ00";"     0.6"
"2574";"A018981";"A048709";"MBG0095";"PV23    ";"2022JJ00";"     1.6"
"2575";"A018981";"A048709";"MBG0095";"PV24    ";"2018JJ00";"     0.9"
"2576";"A018981";"A048709";"MBG0095";"PV24    ";"2019JJ00";"     1.0"
"2577";"A018981";"A048709";"MBG0095";"PV24    ";"2020JJ00";"       ."
"2578";"A018981";"A048709";"MBG0095";"PV24    ";"2021JJ00";"     0.4"
"2579";"A018981";"A048709";"MBG0095";"PV24    ";"2022JJ00";"     0.5"
"2580";"A018981";"A048709";"MBG0095";"PV25    ";"2018JJ00";"     3.3"
"2581";"A018981";"A048709";"MBG0095";"PV25    ";"2019JJ00";"     3.1"
"2582";"A018981";"A048709";"MBG0095";"PV25    ";"2020JJ00";"     1.6"
"2583";"A018981";"A048709";"MBG0095";"PV25    ";"2021JJ00";"     1.7"
"2584";"A018981";"A048709";"MBG0095";"PV25    ";"2022JJ00";"     2.7"
"2585";"A018981";"A048709";"MBG0095";"PV26    ";"2018JJ00";"     2.4"
"2586";"A018981";"A048709";"MBG0095";"PV26    ";"2019JJ00";"     3.0"
"2587";"A018981";"A048709";"MBG0095";"PV26    ";"2020JJ00";"     1.3"
"2588";"A018981";"A048709";"MBG0095";"PV26    ";"2021JJ00";"     1.3"
"2589";"A018981";"A048709";"MBG0095";"PV26    ";"2022JJ00";"     1.7"
"2590";"A018981";"A048709";"MBG0095";"PV27    ";"2018JJ00";"     5.4"
"2591";"A018981";"A048709";"MBG0095";"PV27    ";"2019JJ00";"     5.3"
"2592";"A018981";"A048709";"MBG0095";"PV27    ";"2020JJ00";"     2.3"
"2593";"A018981";"A048709";"MBG0095";"PV27    ";"2021JJ00";"     2.4"
"2594";"A018981";"A048709";"MBG0095";"PV27    ";"2022JJ00";"     3.0"
"2595";"A018981";"A048709";"MBG0095";"PV28    ";"2018JJ00";"     5.0"
"2596";"A018981";"A048709";"MBG0095";"PV28    ";"2019JJ00";"     5.3"
"2597";"A018981";"A048709";"MBG0095";"PV28    ";"2020JJ00";"     1.9"
"2598";"A018981";"A048709";"MBG0095";"PV28    ";"2021JJ00";"     2.4"
"2599";"A018981";"A048709";"MBG0095";"PV28    ";"2022JJ00";"     3.3"
"2600";"A018981";"A048709";"MBG0095";"PV29    ";"2018JJ00";"       ."
"2601";"A018981";"A048709";"MBG0095";"PV29    ";"2019JJ00";"       ."
"2602";"A018981";"A048709";"MBG0095";"PV29    ";"2020JJ00";"       ."
"2603";"A018981";"A048709";"MBG0095";"PV29    ";"2021JJ00";"       ."
"2604";"A018981";"A048709";"MBG0095";"PV29    ";"2022JJ00";"       ."
"2605";"A018981";"A048709";"MBG0095";"PV30    ";"2018JJ00";"     3.2"
