"ID";"ModesOfTravel";"Population";"Margins";"RegionCharacteristics";"Periods";"TransportPerformance_1"
"2606";"A018981";"A048709";"MBG0095";"PV30    ";"2019JJ00";"     3.6"
"2607";"A018981";"A048709";"MBG0095";"PV30    ";"2020JJ00";"     1.4"
"2608";"A018981";"A048709";"MBG0095";"PV30    ";"2021JJ00";"     1.2"
"2609";"A018981";"A048709";"MBG0095";"PV30    ";"2022JJ00";"     1.9"
"2610";"A018981";"A048709";"MBG0095";"PV31    ";"2018JJ00";"     1.7"
"2611";"A018981";"A048709";"MBG0095";"PV31    ";"2019JJ00";"     1.6"
"2612";"A018981";"A048709";"MBG0095";"PV31    ";"2020JJ00";"     0.8"
"2613";"A018981";"A048709";"MBG0095";"PV31    ";"2021JJ00";"     0.9"
"2614";"A018981";"A048709";"MBG0095";"PV31    ";"2022JJ00";"     1.5"
"2615";"A018981";"A048709";"MBG0095";"1018850 ";"2018JJ00";"     9.5"
"2616";"A018981";"A048709";"MBG0095";"1018850 ";"2019JJ00";"    10.2"
"2617";"A018981";"A048709";"MBG0095";"1018850 ";"2020JJ00";"     3.9"
"2618";"A018981";"A048709";"MBG0095";"1018850 ";"2021JJ00";"     5.0"
"2619";"A018981";"A048709";"MBG0095";"1018850 ";"2022JJ00";"     6.2"
"2620";"A018981";"A048709";"MBG0095";"1018905 ";"2018JJ00";"     7.7"
"2621";"A018981";"A048709";"MBG0095";"1018905 ";"2019JJ00";"     8.8"
"2622";"A018981";"A048709";"MBG0095";"1018905 ";"2020JJ00";"     3.8"
"2623";"A018981";"A048709";"MBG0095";"1018905 ";"2021JJ00";"     3.5"
"2624";"A018981";"A048709";"MBG0095";"1018905 ";"2022JJ00";"     6.0"
"2625";"A018981";"A048709";"MBG0095";"1018955 ";"2018JJ00";"     3.7"
"2626";"A018981";"A048709";"MBG0095";"1018955 ";"2019JJ00";"     3.4"
"2627";"A018981";"A048709";"MBG0095";"1018955 ";"2020JJ00";"     1.3"
"2628";"A018981";"A048709";"MBG0095";"1018955 ";"2021JJ00";"     1.2"
"2629";"A018981";"A048709";"MBG0095";"1018955 ";"2022JJ00";"     2.2"
"2630";"A018981";"A048709";"MBG0095";"1019005 ";"2018JJ00";"     3.4"
"2631";"A018981";"A048709";"MBG0095";"1019005 ";"2019JJ00";"     3.2"
"2632";"A018981";"A048709";"MBG0095";"1019005 ";"2020JJ00";"     1.5"
"2633";"A018981";"A048709";"MBG0095";"1019005 ";"2021JJ00";"     1.6"
"2634";"A018981";"A048709";"MBG0095";"1019005 ";"2022JJ00";"     2.5"
"2635";"A018981";"A048709";"MBG0095";"1019052 ";"2018JJ00";"     1.2"
"2636";"A018981";"A048709";"MBG0095";"1019052 ";"2019JJ00";"     1.3"
"2637";"A018981";"A048709";"MBG0095";"1019052 ";"2020JJ00";"       ."
"2638";"A018981";"A048709";"MBG0095";"1019052 ";"2021JJ00";"       ."
"2639";"A018981";"A048709";"MBG0095";"1019052 ";"2022JJ00";"     1.0"
"2640";"A018982";"A048710";"MW00000";"NL01    ";"2018JJ00";"     6.5"
"2641";"A018982";"A048710";"MW00000";"NL01    ";"2019JJ00";"     6.5"
"2642";"A018982";"A048710";"MW00000";"NL01    ";"2020JJ00";"     2.9"
"2643";"A018982";"A048710";"MW00000";"NL01    ";"2021JJ00";"     3.5"
"2644";"A018982";"A048710";"MW00000";"NL01    ";"2022JJ00";"     5.0"
"2645";"A018982";"A048710";"MW00000";"LD01    ";"2018JJ00";"     0.7"
"2646";"A018982";"A048710";"MW00000";"LD01    ";"2019JJ00";"     0.6"
"2647";"A018982";"A048710";"MW00000";"LD01    ";"2020JJ00";"     0.3"
"2648";"A018982";"A048710";"MW00000";"LD01    ";"2021JJ00";"     0.4"
"2649";"A018982";"A048710";"MW00000";"LD01    ";"2022JJ00";"     0.6"
"2650";"A018982";"A048710";"MW00000";"LD02    ";"2018JJ00";"     0.8"
"2651";"A018982";"A048710";"MW00000";"LD02    ";"2019JJ00";"     0.8"
"2652";"A018982";"A048710";"MW00000";"LD02    ";"2020JJ00";"     0.4"
"2653";"A018982";"A048710";"MW00000";"LD02    ";"2021JJ00";"     0.4"
"2654";"A018982";"A048710";"MW00000";"LD02    ";"2022JJ00";"     0.7"
"2655";"A018982";"A048710";"MW00000";"LD03    ";"2018JJ00";"     4.2"
"2656";"A018982";"A048710";"MW00000";"LD03    ";"2019JJ00";"     4.3"
"2657";"A018982";"A048710";"MW00000";"LD03    ";"2020JJ00";"     1.9"
"2658";"A018982";"A048710";"MW00000";"LD03    ";"2021JJ00";"     2.3"
"2659";"A018982";"A048710";"MW00000";"LD03    ";"2022JJ00";"     3.2"
"2660";"A018982";"A048710";"MW00000";"LD04    ";"2018JJ00";"     0.8"
"2661";"A018982";"A048710";"MW00000";"LD04    ";"2019JJ00";"     0.7"
"2662";"A018982";"A048710";"MW00000";"LD04    ";"2020JJ00";"     0.4"
"2663";"A018982";"A048710";"MW00000";"LD04    ";"2021JJ00";"     0.3"
"2664";"A018982";"A048710";"MW00000";"LD04    ";"2022JJ00";"     0.7"
"2665";"A018982";"A048710";"MW00000";"PV20    ";"2018JJ00";"     0.2"
"2666";"A018982";"A048710";"MW00000";"PV20    ";"2019JJ00";"     0.2"
"2667";"A018982";"A048710";"MW00000";"PV20    ";"2020JJ00";"       ."
"2668";"A018982";"A048710";"MW00000";"PV20    ";"2021JJ00";"       ."
"2669";"A018982";"A048710";"MW00000";"PV20    ";"2022JJ00";"     0.2"
"2670";"A018982";"A048710";"MW00000";"PV21    ";"2018JJ00";"     0.3"
"2671";"A018982";"A048710";"MW00000";"PV21    ";"2019JJ00";"     0.2"
"2672";"A018982";"A048710";"MW00000";"PV21    ";"2020JJ00";"       ."
"2673";"A018982";"A048710";"MW00000";"PV21    ";"2021JJ00";"       ."
"2674";"A018982";"A048710";"MW00000";"PV21    ";"2022JJ00";"       ."
"2675";"A018982";"A048710";"MW00000";"PV22    ";"2018JJ00";"     0.1"
"2676";"A018982";"A048710";"MW00000";"PV22    ";"2019JJ00";"       ."
"2677";"A018982";"A048710";"MW00000";"PV22    ";"2020JJ00";"       ."
"2678";"A018982";"A048710";"MW00000";"PV22    ";"2021JJ00";"       ."
"2679";"A018982";"A048710";"MW00000";"PV22    ";"2022JJ00";"       ."
"2680";"A018982";"A048710";"MW00000";"PV23    ";"2018JJ00";"     0.1"
"2681";"A018982";"A048710";"MW00000";"PV23    ";"2019JJ00";"       ."
"2682";"A018982";"A048710";"MW00000";"PV23    ";"2020JJ00";"       ."
"2683";"A018982";"A048710";"MW00000";"PV23    ";"2021JJ00";"       ."
"2684";"A018982";"A048710";"MW00000";"PV23    ";"2022JJ00";"     0.1"
"2685";"A018982";"A048710";"MW00000";"PV24    ";"2018JJ00";"     0.2"
"2686";"A018982";"A048710";"MW00000";"PV24    ";"2019JJ00";"     0.2"
"2687";"A018982";"A048710";"MW00000";"PV24    ";"2020JJ00";"     0.1"
"2688";"A018982";"A048710";"MW00000";"PV24    ";"2021JJ00";"     0.1"
"2689";"A018982";"A048710";"MW00000";"PV24    ";"2022JJ00";"       ."
"2690";"A018982";"A048710";"MW00000";"PV25    ";"2018JJ00";"     0.4"
"2691";"A018982";"A048710";"MW00000";"PV25    ";"2019JJ00";"     0.4"
"2692";"A018982";"A048710";"MW00000";"PV25    ";"2020JJ00";"     0.2"
"2693";"A018982";"A048710";"MW00000";"PV25    ";"2021JJ00";"     0.2"
"2694";"A018982";"A048710";"MW00000";"PV25    ";"2022JJ00";"     0.4"
"2695";"A018982";"A048710";"MW00000";"PV26    ";"2018JJ00";"     0.4"
"2696";"A018982";"A048710";"MW00000";"PV26    ";"2019JJ00";"     0.4"
"2697";"A018982";"A048710";"MW00000";"PV26    ";"2020JJ00";"     0.2"
"2698";"A018982";"A048710";"MW00000";"PV26    ";"2021JJ00";"     0.3"
"2699";"A018982";"A048710";"MW00000";"PV26    ";"2022JJ00";"     0.4"
"2700";"A018982";"A048710";"MW00000";"PV27    ";"2018JJ00";"     1.7"
"2701";"A018982";"A048710";"MW00000";"PV27    ";"2019JJ00";"     1.6"
"2702";"A018982";"A048710";"MW00000";"PV27    ";"2020JJ00";"     0.7"
"2703";"A018982";"A048710";"MW00000";"PV27    ";"2021JJ00";"     0.8"
"2704";"A018982";"A048710";"MW00000";"PV27    ";"2022JJ00";"     1.1"
"2705";"A018982";"A048710";"MW00000";"PV28    ";"2018JJ00";"     2.0"
"2706";"A018982";"A048710";"MW00000";"PV28    ";"2019JJ00";"     2.2"
"2707";"A018982";"A048710";"MW00000";"PV28    ";"2020JJ00";"     0.9"
"2708";"A018982";"A048710";"MW00000";"PV28    ";"2021JJ00";"     1.1"
"2709";"A018982";"A048710";"MW00000";"PV28    ";"2022JJ00";"     1.6"
"2710";"A018982";"A048710";"MW00000";"PV29    ";"2018JJ00";"       ."
"2711";"A018982";"A048710";"MW00000";"PV29    ";"2019JJ00";"       ."
"2712";"A018982";"A048710";"MW00000";"PV29    ";"2020JJ00";"       ."
"2713";"A018982";"A048710";"MW00000";"PV29    ";"2021JJ00";"       ."
"2714";"A018982";"A048710";"MW00000";"PV29    ";"2022JJ00";"       ."
"2715";"A018982";"A048710";"MW00000";"PV30    ";"2018JJ00";"     0.6"
"2716";"A018982";"A048710";"MW00000";"PV30    ";"2019JJ00";"     0.6"
"2717";"A018982";"A048710";"MW00000";"PV30    ";"2020JJ00";"     0.3"
"2718";"A018982";"A048710";"MW00000";"PV30    ";"2021JJ00";"     0.2"
"2719";"A018982";"A048710";"MW00000";"PV30    ";"2022JJ00";"     0.5"
"2720";"A018982";"A048710";"MW00000";"PV31    ";"2018JJ00";"     0.2"
"2721";"A018982";"A048710";"MW00000";"PV31    ";"2019JJ00";"     0.1"
"2722";"A018982";"A048710";"MW00000";"PV31    ";"2020JJ00";"       ."
"2723";"A018982";"A048710";"MW00000";"PV31    ";"2021JJ00";"     0.1"
"2724";"A018982";"A048710";"MW00000";"PV31    ";"2022JJ00";"     0.1"
"2725";"A018982";"A048710";"MW00000";"1018850 ";"2018JJ00";"     2.6"
"2726";"A018982";"A048710";"MW00000";"1018850 ";"2019JJ00";"     2.5"
"2727";"A018982";"A048710";"MW00000";"1018850 ";"2020JJ00";"     1.2"
"2728";"A018982";"A048710";"MW00000";"1018850 ";"2021JJ00";"     1.4"
"2729";"A018982";"A048710";"MW00000";"1018850 ";"2022JJ00";"     1.9"
"2730";"A018982";"A048710";"MW00000";"1018905 ";"2018JJ00";"     1.7"
"2731";"A018982";"A048710";"MW00000";"1018905 ";"2019JJ00";"     1.8"
"2732";"A018982";"A048710";"MW00000";"1018905 ";"2020JJ00";"     0.8"
"2733";"A018982";"A048710";"MW00000";"1018905 ";"2021JJ00";"     0.9"
"2734";"A018982";"A048710";"MW00000";"1018905 ";"2022JJ00";"     1.3"
"2735";"A018982";"A048710";"MW00000";"1018955 ";"2018JJ00";"     0.7"
"2736";"A018982";"A048710";"MW00000";"1018955 ";"2019JJ00";"     0.7"
"2737";"A018982";"A048710";"MW00000";"1018955 ";"2020JJ00";"     0.4"
"2738";"A018982";"A048710";"MW00000";"1018955 ";"2021JJ00";"     0.2"
"2739";"A018982";"A048710";"MW00000";"1018955 ";"2022JJ00";"     0.6"
"2740";"A018982";"A048710";"MW00000";"1019005 ";"2018JJ00";"     1.0"
"2741";"A018982";"A048710";"MW00000";"1019005 ";"2019JJ00";"     1.0"
"2742";"A018982";"A048710";"MW00000";"1019005 ";"2020JJ00";"     0.4"
"2743";"A018982";"A048710";"MW00000";"1019005 ";"2021JJ00";"     0.8"
"2744";"A018982";"A048710";"MW00000";"1019005 ";"2022JJ00";"     0.9"
"2745";"A018982";"A048710";"MW00000";"1019052 ";"2018JJ00";"     0.4"
"2746";"A018982";"A048710";"MW00000";"1019052 ";"2019JJ00";"     0.4"
"2747";"A018982";"A048710";"MW00000";"1019052 ";"2020JJ00";"     0.2"
"2748";"A018982";"A048710";"MW00000";"1019052 ";"2021JJ00";"     0.2"
"2749";"A018982";"A048710";"MW00000";"1019052 ";"2022JJ00";"     0.4"
"2750";"A018982";"A048710";"MOG0095";"NL01    ";"2018JJ00";"     6.1"
"2751";"A018982";"A048710";"MOG0095";"NL01    ";"2019JJ00";"     6.1"
"2752";"A018982";"A048710";"MOG0095";"NL01    ";"2020JJ00";"     2.7"
"2753";"A018982";"A048710";"MOG0095";"NL01    ";"2021JJ00";"     3.2"
"2754";"A018982";"A048710";"MOG0095";"NL01    ";"2022JJ00";"     4.7"
"2755";"A018982";"A048710";"MOG0095";"LD01    ";"2018JJ00";"     0.5"
"2756";"A018982";"A048710";"MOG0095";"LD01    ";"2019JJ00";"     0.5"
"2757";"A018982";"A048710";"MOG0095";"LD01    ";"2020JJ00";"     0.2"
"2758";"A018982";"A048710";"MOG0095";"LD01    ";"2021JJ00";"     0.3"
"2759";"A018982";"A048710";"MOG0095";"LD01    ";"2022JJ00";"     0.4"
"2760";"A018982";"A048710";"MOG0095";"LD02    ";"2018JJ00";"     0.7"
"2761";"A018982";"A048710";"MOG0095";"LD02    ";"2019JJ00";"     0.6"
"2762";"A018982";"A048710";"MOG0095";"LD02    ";"2020JJ00";"     0.3"
"2763";"A018982";"A048710";"MOG0095";"LD02    ";"2021JJ00";"     0.3"
"2764";"A018982";"A048710";"MOG0095";"LD02    ";"2022JJ00";"     0.5"
"2765";"A018982";"A048710";"MOG0095";"LD03    ";"2018JJ00";"     4.0"
"2766";"A018982";"A048710";"MOG0095";"LD03    ";"2019JJ00";"     4.0"
"2767";"A018982";"A048710";"MOG0095";"LD03    ";"2020JJ00";"     1.7"
"2768";"A018982";"A048710";"MOG0095";"LD03    ";"2021JJ00";"     2.1"
"2769";"A018982";"A048710";"MOG0095";"LD03    ";"2022JJ00";"     3.0"
"2770";"A018982";"A048710";"MOG0095";"LD04    ";"2018JJ00";"     0.7"
"2771";"A018982";"A048710";"MOG0095";"LD04    ";"2019JJ00";"     0.6"
"2772";"A018982";"A048710";"MOG0095";"LD04    ";"2020JJ00";"     0.2"
"2773";"A018982";"A048710";"MOG0095";"LD04    ";"2021JJ00";"     0.2"
"2774";"A018982";"A048710";"MOG0095";"LD04    ";"2022JJ00";"     0.5"
"2775";"A018982";"A048710";"MOG0095";"PV20    ";"2018JJ00";"     0.1"
"2776";"A018982";"A048710";"MOG0095";"PV20    ";"2019JJ00";"     0.1"
"2777";"A018982";"A048710";"MOG0095";"PV20    ";"2020JJ00";"       ."
"2778";"A018982";"A048710";"MOG0095";"PV20    ";"2021JJ00";"       ."
"2779";"A018982";"A048710";"MOG0095";"PV20    ";"2022JJ00";"     0.1"
"2780";"A018982";"A048710";"MOG0095";"PV21    ";"2018JJ00";"     0.2"
"2781";"A018982";"A048710";"MOG0095";"PV21    ";"2019JJ00";"     0.1"
"2782";"A018982";"A048710";"MOG0095";"PV21    ";"2020JJ00";"       ."
"2783";"A018982";"A048710";"MOG0095";"PV21    ";"2021JJ00";"       ."
"2784";"A018982";"A048710";"MOG0095";"PV21    ";"2022JJ00";"       ."
"2785";"A018982";"A048710";"MOG0095";"PV22    ";"2018JJ00";"     0.1"
"2786";"A018982";"A048710";"MOG0095";"PV22    ";"2019JJ00";"       ."
"2787";"A018982";"A048710";"MOG0095";"PV22    ";"2020JJ00";"       ."
"2788";"A018982";"A048710";"MOG0095";"PV22    ";"2021JJ00";"       ."
"2789";"A018982";"A048710";"MOG0095";"PV22    ";"2022JJ00";"       ."
"2790";"A018982";"A048710";"MOG0095";"PV23    ";"2018JJ00";"     0.1"
"2791";"A018982";"A048710";"MOG0095";"PV23    ";"2019JJ00";"       ."
"2792";"A018982";"A048710";"MOG0095";"PV23    ";"2020JJ00";"       ."
"2793";"A018982";"A048710";"MOG0095";"PV23    ";"2021JJ00";"       ."
"2794";"A018982";"A048710";"MOG0095";"PV23    ";"2022JJ00";"     0.1"
"2795";"A018982";"A048710";"MOG0095";"PV24    ";"2018JJ00";"     0.1"
"2796";"A018982";"A048710";"MOG0095";"PV24    ";"2019JJ00";"     0.1"
"2797";"A018982";"A048710";"MOG0095";"PV24    ";"2020JJ00";"     0.1"
"2798";"A018982";"A048710";"MOG0095";"PV24    ";"2021JJ00";"     0.1"
"2799";"A018982";"A048710";"MOG0095";"PV24    ";"2022JJ00";"       ."
"2800";"A018982";"A048710";"MOG0095";"PV25    ";"2018JJ00";"     0.4"
"2801";"A018982";"A048710";"MOG0095";"PV25    ";"2019JJ00";"     0.4"
"2802";"A018982";"A048710";"MOG0095";"PV25    ";"2020JJ00";"     0.2"
"2803";"A018982";"A048710";"MOG0095";"PV25    ";"2021JJ00";"     0.1"
"2804";"A018982";"A048710";"MOG0095";"PV25    ";"2022JJ00";"     0.3"
"2805";"A018982";"A048710";"MOG0095";"PV26    ";"2018JJ00";"     0.3"
"2806";"A018982";"A048710";"MOG0095";"PV26    ";"2019JJ00";"     0.2"
"2807";"A018982";"A048710";"MOG0095";"PV26    ";"2020JJ00";"     0.2"
"2808";"A018982";"A048710";"MOG0095";"PV26    ";"2021JJ00";"     0.2"
"2809";"A018982";"A048710";"MOG0095";"PV26    ";"2022JJ00";"     0.3"
"2810";"A018982";"A048710";"MOG0095";"PV27    ";"2018JJ00";"     1.5"
"2811";"A018982";"A048710";"MOG0095";"PV27    ";"2019JJ00";"     1.4"
"2812";"A018982";"A048710";"MOG0095";"PV27    ";"2020JJ00";"     0.6"
"2813";"A018982";"A048710";"MOG0095";"PV27    ";"2021JJ00";"     0.7"
"2814";"A018982";"A048710";"MOG0095";"PV27    ";"2022JJ00";"     1.0"
"2815";"A018982";"A048710";"MOG0095";"PV28    ";"2018JJ00";"     1.8"
"2816";"A018982";"A048710";"MOG0095";"PV28    ";"2019JJ00";"     2.0"
"2817";"A018982";"A048710";"MOG0095";"PV28    ";"2020JJ00";"     0.8"
"2818";"A018982";"A048710";"MOG0095";"PV28    ";"2021JJ00";"     1.0"
"2819";"A018982";"A048710";"MOG0095";"PV28    ";"2022JJ00";"     1.5"
"2820";"A018982";"A048710";"MOG0095";"PV29    ";"2018JJ00";"       ."
"2821";"A018982";"A048710";"MOG0095";"PV29    ";"2019JJ00";"       ."
"2822";"A018982";"A048710";"MOG0095";"PV29    ";"2020JJ00";"       ."
"2823";"A018982";"A048710";"MOG0095";"PV29    ";"2021JJ00";"       ."
"2824";"A018982";"A048710";"MOG0095";"PV29    ";"2022JJ00";"       ."
"2825";"A018982";"A048710";"MOG0095";"PV30    ";"2018JJ00";"     0.4"
"2826";"A018982";"A048710";"MOG0095";"PV30    ";"2019JJ00";"     0.5"
"2827";"A018982";"A048710";"MOG0095";"PV30    ";"2020JJ00";"     0.2"
"2828";"A018982";"A048710";"MOG0095";"PV30    ";"2021JJ00";"     0.2"
"2829";"A018982";"A048710";"MOG0095";"PV30    ";"2022JJ00";"     0.4"
"2830";"A018982";"A048710";"MOG0095";"PV31    ";"2018JJ00";"     0.2"
"2831";"A018982";"A048710";"MOG0095";"PV31    ";"2019JJ00";"     0.1"
"2832";"A018982";"A048710";"MOG0095";"PV31    ";"2020JJ00";"       ."
"2833";"A018982";"A048710";"MOG0095";"PV31    ";"2021JJ00";"     0.1"
"2834";"A018982";"A048710";"MOG0095";"PV31    ";"2022JJ00";"     0.1"
"2835";"A018982";"A048710";"MOG0095";"1018850 ";"2018JJ00";"     2.4"
"2836";"A018982";"A048710";"MOG0095";"1018850 ";"2019JJ00";"     2.3"
"2837";"A018982";"A048710";"MOG0095";"1018850 ";"2020JJ00";"     1.1"
"2838";"A018982";"A048710";"MOG0095";"1018850 ";"2021JJ00";"     1.2"
"2839";"A018982";"A048710";"MOG0095";"1018850 ";"2022JJ00";"     1.7"
"2840";"A018982";"A048710";"MOG0095";"1018905 ";"2018JJ00";"     1.5"
"2841";"A018982";"A048710";"MOG0095";"1018905 ";"2019JJ00";"     1.5"
"2842";"A018982";"A048710";"MOG0095";"1018905 ";"2020JJ00";"     0.6"
"2843";"A018982";"A048710";"MOG0095";"1018905 ";"2021JJ00";"     0.7"
"2844";"A018982";"A048710";"MOG0095";"1018905 ";"2022JJ00";"     1.1"
"2845";"A018982";"A048710";"MOG0095";"1018955 ";"2018JJ00";"     0.6"
"2846";"A018982";"A048710";"MOG0095";"1018955 ";"2019JJ00";"     0.6"
"2847";"A018982";"A048710";"MOG0095";"1018955 ";"2020JJ00";"     0.2"
"2848";"A018982";"A048710";"MOG0095";"1018955 ";"2021JJ00";"     0.2"
"2849";"A018982";"A048710";"MOG0095";"1018955 ";"2022JJ00";"     0.4"
"2850";"A018982";"A048710";"MOG0095";"1019005 ";"2018JJ00";"     0.9"
"2851";"A018982";"A048710";"MOG0095";"1019005 ";"2019JJ00";"     0.8"
"2852";"A018982";"A048710";"MOG0095";"1019005 ";"2020JJ00";"     0.3"
"2853";"A018982";"A048710";"MOG0095";"1019005 ";"2021JJ00";"     0.6"
"2854";"A018982";"A048710";"MOG0095";"1019005 ";"2022JJ00";"     0.7"
"2855";"A018982";"A048710";"MOG0095";"1019052 ";"2018JJ00";"     0.3"
"2856";"A018982";"A048710";"MOG0095";"1019052 ";"2019JJ00";"     0.3"
"2857";"A018982";"A048710";"MOG0095";"1019052 ";"2020JJ00";"     0.1"
"2858";"A018982";"A048710";"MOG0095";"1019052 ";"2021JJ00";"     0.2"
"2859";"A018982";"A048710";"MOG0095";"1019052 ";"2022JJ00";"     0.3"
"2860";"A018982";"A048710";"MBG0095";"NL01    ";"2018JJ00";"     6.8"
"2861";"A018982";"A048710";"MBG0095";"NL01    ";"2019JJ00";"     6.9"
"2862";"A018982";"A048710";"MBG0095";"NL01    ";"2020JJ00";"     3.2"
"2863";"A018982";"A048710";"MBG0095";"NL01    ";"2021JJ00";"     3.7"
"2864";"A018982";"A048710";"MBG0095";"NL01    ";"2022JJ00";"     5.4"
"2865";"A018982";"A048710";"MBG0095";"LD01    ";"2018JJ00";"     0.8"
"2866";"A018982";"A048710";"MBG0095";"LD01    ";"2019JJ00";"     0.8"
"2867";"A018982";"A048710";"MBG0095";"LD01    ";"2020JJ00";"     0.3"
"2868";"A018982";"A048710";"MBG0095";"LD01    ";"2021JJ00";"     0.6"
"2869";"A018982";"A048710";"MBG0095";"LD01    ";"2022JJ00";"     0.7"
"2870";"A018982";"A048710";"MBG0095";"LD02    ";"2018JJ00";"     0.9"
"2871";"A018982";"A048710";"MBG0095";"LD02    ";"2019JJ00";"     0.9"
"2872";"A018982";"A048710";"MBG0095";"LD02    ";"2020JJ00";"     0.5"
"2873";"A018982";"A048710";"MBG0095";"LD02    ";"2021JJ00";"     0.5"
"2874";"A018982";"A048710";"MBG0095";"LD02    ";"2022JJ00";"     0.8"
"2875";"A018982";"A048710";"MBG0095";"LD03    ";"2018JJ00";"     4.5"
"2876";"A018982";"A048710";"MBG0095";"LD03    ";"2019JJ00";"     4.7"
"2877";"A018982";"A048710";"MBG0095";"LD03    ";"2020JJ00";"     2.0"
"2878";"A018982";"A048710";"MBG0095";"LD03    ";"2021JJ00";"     2.5"
"2879";"A018982";"A048710";"MBG0095";"LD03    ";"2022JJ00";"     3.4"
"2880";"A018982";"A048710";"MBG0095";"LD04    ";"2018JJ00";"     0.9"
"2881";"A018982";"A048710";"MBG0095";"LD04    ";"2019JJ00";"     0.9"
"2882";"A018982";"A048710";"MBG0095";"LD04    ";"2020JJ00";"     0.6"
"2883";"A018982";"A048710";"MBG0095";"LD04    ";"2021JJ00";"     0.4"
"2884";"A018982";"A048710";"MBG0095";"LD04    ";"2022JJ00";"     0.8"
"2885";"A018982";"A048710";"MBG0095";"PV20    ";"2018JJ00";"     0.4"
"2886";"A018982";"A048710";"MBG0095";"PV20    ";"2019JJ00";"     0.3"
"2887";"A018982";"A048710";"MBG0095";"PV20    ";"2020JJ00";"       ."
"2888";"A018982";"A048710";"MBG0095";"PV20    ";"2021JJ00";"       ."
"2889";"A018982";"A048710";"MBG0095";"PV20    ";"2022JJ00";"     0.2"
"2890";"A018982";"A048710";"MBG0095";"PV21    ";"2018JJ00";"     0.4"
"2891";"A018982";"A048710";"MBG0095";"PV21    ";"2019JJ00";"     0.3"
"2892";"A018982";"A048710";"MBG0095";"PV21    ";"2020JJ00";"       ."
"2893";"A018982";"A048710";"MBG0095";"PV21    ";"2021JJ00";"       ."
"2894";"A018982";"A048710";"MBG0095";"PV21    ";"2022JJ00";"       ."
"2895";"A018982";"A048710";"MBG0095";"PV22    ";"2018JJ00";"     0.2"
"2896";"A018982";"A048710";"MBG0095";"PV22    ";"2019JJ00";"       ."
"2897";"A018982";"A048710";"MBG0095";"PV22    ";"2020JJ00";"       ."
"2898";"A018982";"A048710";"MBG0095";"PV22    ";"2021JJ00";"       ."
"2899";"A018982";"A048710";"MBG0095";"PV22    ";"2022JJ00";"       ."
"2900";"A018982";"A048710";"MBG0095";"PV23    ";"2018JJ00";"     0.2"
"2901";"A018982";"A048710";"MBG0095";"PV23    ";"2019JJ00";"       ."
"2902";"A018982";"A048710";"MBG0095";"PV23    ";"2020JJ00";"       ."
"2903";"A018982";"A048710";"MBG0095";"PV23    ";"2021JJ00";"       ."
"2904";"A018982";"A048710";"MBG0095";"PV23    ";"2022JJ00";"     0.2"
"2905";"A018982";"A048710";"MBG0095";"PV24    ";"2018JJ00";"     0.2"
"2906";"A018982";"A048710";"MBG0095";"PV24    ";"2019JJ00";"     0.2"
"2907";"A018982";"A048710";"MBG0095";"PV24    ";"2020JJ00";"     0.1"
"2908";"A018982";"A048710";"MBG0095";"PV24    ";"2021JJ00";"     0.2"
"2909";"A018982";"A048710";"MBG0095";"PV24    ";"2022JJ00";"       ."
"2910";"A018982";"A048710";"MBG0095";"PV25    ";"2018JJ00";"     0.5"
"2911";"A018982";"A048710";"MBG0095";"PV25    ";"2019JJ00";"     0.5"
"2912";"A018982";"A048710";"MBG0095";"PV25    ";"2020JJ00";"     0.3"
"2913";"A018982";"A048710";"MBG0095";"PV25    ";"2021JJ00";"     0.2"
"2914";"A018982";"A048710";"MBG0095";"PV25    ";"2022JJ00";"     0.5"
"2915";"A018982";"A048710";"MBG0095";"PV26    ";"2018JJ00";"     0.5"
"2916";"A018982";"A048710";"MBG0095";"PV26    ";"2019JJ00";"     0.5"
"2917";"A018982";"A048710";"MBG0095";"PV26    ";"2020JJ00";"     0.3"
"2918";"A018982";"A048710";"MBG0095";"PV26    ";"2021JJ00";"     0.3"
"2919";"A018982";"A048710";"MBG0095";"PV26    ";"2022JJ00";"     0.4"
